Record ID,Company name,Company Domain Name,Website URL,LinkedIn Company Page,Phone Number,Street Address,City,State/Region,Postal Code,Country/Region,Industry,Number of Employees,Lifecycle Stage,Company owner,Last Activity Date,Create Date,Number of Associated Contacts,Number of Associated Deals,Lead Status,Number of Form Submissions,Recent Conversion Date,First Conversion,Additional Domains
14993156698,UMass Lowell,uml.edu,uml.edu,https://www.linkedin.com/company/university-of-massachusetts-lowell,19789342100,220 Pawtucket Street,Lowell,Massachusetts,1854,United States,Higher Education,4154,Contact,,2025-01-22 12:30,2023-03-07 18:08,1,,New,0,,,
35448528247,Ui Family Care-Family Practice,uihealthcare.com,uihealthcare.com,,,200 Hawkins Drive,Iowa City,Iowa,52242,United States,Hospital & Health Care,,Contact,Greg Zenko,2025-06-23 14:09,2025-06-26 10:33,1,,New,0,,,
30026396749,UHS Hospitals,uhs.com,uhs.com,https://linkedin.com/company/uhs, +1 610-768-3300,6625 West 78th Street,Minneapolis,Minnesota,55439,United States,Hospital & Health Care,9250,Contact,Lisa Israelovitch,2025-06-02 8:00,2025-02-16 12:00,4,,New,0,,,
35611094135,UCSF Health,ucsf.edu,ucsf.edu,https://www.linkedin.com/school/ucsf,4154769000,513 Parnassus Ave,San Francisco,CA,94143,United States,Hospital & Health Care,5000,Contact,Stephen Boswell,2025-11-04 12:00,2023-09-13 9:16,8,,New,1,2026-02-10 14:48,Learn more about AssistIQ and enter to win an Oura Ring: Demo Request,
45285844743,UCLA Health,uclahealth.org,mednet.ucla.edu,https://www.linkedin.com/company/ucla,13108251234,405 Hilgard Avenue,Los Angeles,California,90024,United States,Hospital & Health Care,46000,Contact,Lisa Israelovitch,2025-06-02 10:13,2024-01-31 15:17,10,,New,0,,,mednet.ucla.edu; ucla.edu
45871905339,UChicago Medicine,uchicagomedicine.org,uchicagomedicine.org,https://linkedin.com/company/university-of-chicago-medicine,18888240200,,Chicago,Illinois,60637,United States,Hospital & Health Care,10000,Contact,Lisa Israelovitch,2025-09-29 7:31,2025-06-30 13:23,6,,New,0,,,uchospitals.edu; bsd.uchicago.edu; uchicago.edu
39366720028,UCHealth,uchealth.org,uchealth.org,https://linkedin.com/company/uchealth,17193655621,12401 East 17th Avenue,Aurora,Colorado,80045,United States,Hospital & Health Care,25000,Contact,Josh Buehler,2026-02-10 15:42,2025-09-10 15:41,4,,New,0,,,
15177120295,UC Davis,ucdavis.edu,ucdavis.edu,https://linkedin.com/company/ucdavishealth, +1 530-752-1011,1 Shields Avenue,Davis,California,95616,United States,Higher Education,6250,Contact,Josh Buehler,2023-11-28 15:51,2023-03-16 19:26,3,,New,0,,,
16648903970,UB Neurosurgery,ubns.com,ubns.com,https://linkedin.com/company/university-at-buffalo-neurosurgery,17162181000,3980 Sheridan Drive,Buffalo,New York,14226,United States,Hospital & Health Care,130,Contact,Lisa Israelovitch,2023-11-16 16:00,2023-07-20 18:58,1,,New,0,,,
30002636562,UAB Medicine,uabmc.edu,uabmc.edu,https://www.linkedin.com/company/uab-medicine,8775330334,417 20TH ST N,Birmingham,AL,35203,United States,Hospital & Health Care,10000,Contact,Michael Stamatinos (Deactivated User),2025-04-28 8:00,2024-02-12 17:11,5,,New,1,2026-02-10 12:58,Learn more about AssistIQ and enter to win an Oura Ring: Demo Request,uabmc.edu
37392632705,Two Sigma Ventures,twosigmaventures.com,twosigmaventures.com,https://linkedin.com/company/two-sigma-ventures,16462137713,100 6th Avenue,New York,New York,10013,United States,Venture Capital & Private Equity,30,Contact,Josh Buehler,,2025-08-07 9:57,1,,,0,,,
39351520350,Tulane University,tulane.edu,tulane.edu,https://linkedin.com/school/tulane-university,,6823 Saint Charles Ave,New Orleans,Louisiana,70118,United States,Higher Education,7000,Contact,,,2025-09-11 13:33,1,,New,0,,,
14974178382,Tufts Medicine,tuftsmedicine.org,tuftsmedicine.org,https://linkedin.com/company/tuftsmedicine, +1 617-636-5000,800 District Avenue,Burlington,Massachusetts,1803,United States,Hospital & Health Care,630,Lead,Lisa Israelovitch,2025-11-20 15:55,2023-03-06 15:28,7,1,In Progress,0,,,
16311223305,TTT Studios,ttt.studio,ttt.studio,https://linkedin.com/company/tttstudios,855-338-6222,777 Dunsmuir Street,Vancouver,British Columbia,V7Y 1G6,Canada,Animation,30,Contact,Lisa Israelovitch,2023-07-04 13:30,2023-07-04 13:14,1,,,0,,,
12123900569,tryromainberg.com,tryromainberg.com,tryromainberg.com,,,,,,,,,,Contact,,,2023-02-08 9:12,1,,,0,,,
18181905228,tryleadgraph.com,tryleadgraph.com,tryleadgraph.com,,,,,,,,,,Contact,Lisa Israelovitch,,2023-11-22 11:28,0,,,,,,
15664424587,True Ventures,trueventures.com,trueventures.com,https://linkedin.com/company/true-ventures, +1 650-283-2679,4192 El Camino Real,Palo Alto,California,94306,United States,Venture Capital & Private Equity,30,Contact,Lisa Israelovitch,2023-05-18 15:00,2023-05-05 11:09,1,,,0,,,
21257426306,Triventures,triventures.vc,triventures.vc,https://linkedin.com/company/triventures,,4370 Alpine Road,Portola Valley,California,94028,United States,Venture Capital & Private Equity,10,Contact,Lisa Israelovitch,2024-06-18 13:30,2024-06-04 21:43,2,,,0,,,
45363960224,Trinity Health,trinity-health.org,trinity-health.org,https://linkedin.com/company/trinityhealth,18777504748,20555 Victor Parkway,Livonia,Michigan,48152,United States,Hospital & Health Care,133000,Sales Accepted Lead,Lisa Israelovitch,2025-12-08 15:41,2023-12-16 15:07,18,1,New,0,,,trinityhealth.org; mercyhealth.com; mercyone.org
10194215524,Trillium Health Partners,thp.ca,thp.ca,https://linkedin.com/company/2949012,19058133971,89 Queensway West,Toronto,Ontario,L5B 2V2,Canada,Hospital & Health Care,8500,Contact,Lisa Israelovitch,2023-11-29 12:00,2022-11-28 15:09,8,,New,0,,,
15533737261,Transpharmed,transpharmed.com,transpharmed.com,https://www.linkedin.com/company/transpharmed,,3535 Peachtree Road,Atlanta,Georgia,30326,United States,Professional Training & Coaching,5,Contact,Lisa Israelovitch,2023-05-10 14:48,2023-04-21 20:43,2,,,0,,,
44050058086,Tower Health,towerhealth.org,towerhealth.org,https://linkedin.com/company/towerhealth,,420 South 5th Avenue,Reading,Pennsylvania,19611,United States,Hospital & Health Care,2250,Contact,MacKenzie Masten,,2025-11-06 14:19,2,,New,0,,,
15471448200,Touchdown Ventures,touchdownvc.com,touchdownvc.com,https://linkedin.com/company/touchdown-ventures,856.431.3535,1628 John F Kennedy Boulevard,Philadelphia,Pennsylvania,19103,United States,Venture Capital & Private Equity,150,Contact,,2024-07-11 9:34,2023-04-14 18:01,1,,,0,,,
44054280602,Total Site Solutions,tss-hi.com,tss-hi.com,,18085310127,,,,,,Hospital & Health Care,30,Contact,,,2025-11-06 14:19,1,,,0,,,
10848728872,Toronto Western Hospital,,,https://www.linkedin.com/company/toronto-western-hospital/,,,Toronto,ON,M5T 2S8,,Hospital & Health Care,,Contact,Howard Fried (Deactivated User),2023-02-17 12:23,2023-01-18 10:46,1,,New,,,,
9947947780,Tooly,tooly.ca,tooly.ca,https://linkedin.com/company/tooly, +1 438 801 0490,,,,,Canada,Computer Software,15,Lead,,2023-02-21 15:57,2022-11-01 11:39,4,,,0,,,
8899159896,tokarsky.com,tokarsky.com,tokarsky.com,,,,,,,,,,,,,2022-06-12 11:10,1,,,0,,,
8791848561,TMC Houston,tmc.edu,tmc.edu,https://linkedin.com/company/texas-medical-center, +1 713-791-8800,6550 Bertner Ave,Houston,Texas,77030,United States,Higher Education,200,,,,2022-05-26 11:57,1,,,0,,,
49760777573,TMC Health,tmcaz.com,tmcaz.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
15510801473,TLM,tlmgo.com,tlmgo.com,https://linkedin.com/company/solutions-tlm,14185403324,930 Rue Jacques-Cartier Est,Quebec,Quebec,G7H 7K9,Canada,Computer Software,90,Contact,,,2023-04-19 19:55,2,,,0,,,
16946756770,Tkxel,tkxel.net,tkxel.net,,15715548110,"143 K, Model Town",Reston,Virginia,54700,United States,Information Technology and Services,700,Contact,Lisa Israelovitch,,2023-08-14 10:30,1,,,0,,,
17529722511,Tiumed,tiumedendo.com,tiumedendo.com,https://linkedin.com/company/tiumed-llc,612-840-9808,700 Commerce Drive,Saint Paul,Minnesota,55125,United States,Hospital & Health Care,5,Contact,Lisa Israelovitch,2023-10-04 18:07,2023-09-30 12:03,1,,,0,,,
12075679638,tinkerventures.live,tinkerventures.live,tinkerventures.live,,,,,,,,,,Contact,,,2023-02-07 10:53,1,,,0,,,
49778122126,Tidelands Health,tidelandshealth.org,tidelandshealth.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
9730429469,thomasparis.co,thomasparis.co,thomasparis.co,,13127591600,,,,,,,,Lead,,2022-10-04 11:04,2022-10-04 11:02,1,,,0,,,
45778585975,Thomas Jefferson University Health System,jeffersonhealth.org,jefferson.edu,https://linkedin.com/school/thomas-jefferson-university,,559 West Germantown Pike,East Norriton,PA,19403,United States,Higher Education,4250,Contact,Lisa Israelovitch,2026-02-06 12:14,2024-12-05 2:11,14,,New,0,,,jefferson.edu; jeffersonhospital.org; ariahealth.org
9647173431,Thirty Madison,thirtymadison.com,thirtymadison.com,https://linkedin.com/company/thirty-madison,15512903248,37-01 Broadway,New York,New York,10001,United States,Hospital & Health Care,700,Lead,,2022-10-26 22:54,2022-09-22 14:37,1,,,0,,,
12309884790,Thin Air Labs,thinairlabs.ca,thinairlabs.ca,https://linkedin.com/company/thin-air-labs, +1 416 868 9696,,,,T2R 0E5,Canada,Venture Capital & Private Equity,30,Contact,Lisa Israelovitch,2023-02-23 13:19,2023-02-09 10:52,0,,,,,,
15566011243,thesamelocation.com,thesamelocation.com,thesamelocation.com,,,,,,,,,,Contact,Lisa Israelovitch,2023-04-25 10:44,2023-04-25 8:52,0,,,,,,
8775920312,Theator,theator.io,theator.io,https://linkedin.com/company/theator, +1 646-935-9217,405 Waverley Street,Palo Alto,California,94301,United States,Hospital & Health Care,60,,,2022-06-22 11:15,2022-05-24 15:43,2,,,0,,,
30418836362,The Valley Health System (Nevada),valleyhealthsystemlv.com,valleyhealthsystemlv.com,https://linkedin.com/company/the-valley-health-system,,2075 East Flamingo Road,Las Vegas,Nevada,89119,United States,Hospital & Health Care,450,Contact,Lisa Israelovitch,,2025-02-26 10:21,0,,New,,,,
43248741170,The University of Kansas Health System,kansashealthsystem.com,https://www.kansashealthsystem.com,https://linkedin.com/company/the-university-of-kansas-hospital, +1 913-588-1227,3901 Rainbow Boulevard,Kansas City,Kansas,66160,United States,Hospital & Health Care,3410,Contact,,,2025-10-30 21:47,2,,New,,,,
30414505051,The Surgery Center at TGH Brandon Healthplex,tghsurgerycenterbrandon.com,tghsurgerycenterbrandon.com,,,,,,,,,,Contact,Lisa Israelovitch,,2025-02-26 10:21,2,,New,0,,,
45871202152,The Surgery Center,thesurgerycenter-llc.com,thesurgerycenter-llc.com,https://linkedin.com/company/the-surgery-center-llc, +1 414-761-2600,3111 West Rawson Avenue,Franklin,Wisconsin,53132,United States,Hospital & Health Care,30,Contact,Josh Buehler,,2025-02-26 10:21,3,,New,0,,,tscwisc.com
17745844014,The Springs Arkansas,thespringsar.com,thespringsar.com,https://linkedin.com/company/the-springs-of-arkansas,,,Little Rock,Arkansas,72295,United States,Hospital & Health Care,660,Contact,Lisa Israelovitch,,2023-10-20 6:57,1,,New,0,,,
42701287015,The Queen's Health System,queens.org,queens.org,https://linkedin.com/company/the-queen,18086911000,,Honolulu,Hawaii,,United States,Hospital & Health Care,8000,Contact,Josh Buehler,,2025-10-27 11:46,3,,New,0,,,
39356936576,The Ohio State University,osu.edu,osu.edu,https://linkedin.com/company/the-ohio-state-university-wexner-medical-center,16142923980,281 West Lane Avenue,Columbus,Ohio,43210,United States,Higher Education,66000,Contact,Josh Buehler,,2025-09-11 13:33,2,,New,0,,,
30415781509,The Laughing Academy,thelaughingacademy.com,https://thelaughingacademy.com,,18477242787,3230 Glenview Rd,Glenview,Illinois,60025,United States,Primary/Secondary Education,4,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
19161367413,The Hospitals of Providence,thehospitalsofprovidence.com,thehospitalsofprovidence.com,https://www.linkedin.com/company/providence-memorial-hospital,9157474000,2001 North Oregon Street,El Paso,TX,79902,United States,Hospital & Health Care,1000,Contact,Michael Stamatinos (Deactivated User),2024-02-20 10:54,2024-02-20 10:54,1,,New,0,,,
49754590016,The Connecticut Hospice,hospice.com,hospice.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
39365090679,The Christ Hospital Health Network,thechristhospital.com,thechristhospital.com,https://linkedin.com/company/the-christ-hospital,,2139 Auburn Avenue,Cincinnati,Ohio,45219,United States,Hospital & Health Care,4000,Contact,,,2025-09-11 13:33,1,,New,0,,,
30416827686,The Bone and Joint Institute of Tennessee Surgery Center,bjitsurgerycenter.com,https://bjitsurgerycenter.com,,16156145000,3000 Edward Curd Lane,Franklin,Tennessee,37067,United States,Hospital & Health Care,,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
9856422302,The Academy,hmacademy.com,hmacademy.com,https://linkedin.com/company/the-health-management-academy, +1 703-548-1022,1100 Wilson Boulevard,Arlington,Virginia,22209,United States,Higher Education,160,Lead,,2023-03-27 19:30,2022-10-20 13:46,2,,,0,,,
8791794218,TG Consulting,tg.consulting,tg.consulting,https://linkedin.com/company/tgconsultingmontreal,5147170866,230 Rue Notre-Dame Ouest,Montreal,Quebec,H2Y 1T3,Canada,Management Consulting,10,,,,2022-05-26 11:50,2,,,0,,,
35583594841,Texas Health Resources,texashealth.org,texashealth.org,https://linkedin.com/company/texas-health-presbyterian-hospital-rockwall,16822366700,12400 Dallas Pkwy.,Frisco,TX,75033,United States,Hospital & Health Care,24000,Marketing Qualified Lead,Greg Zenko,2026-02-06 11:57,2025-06-30 13:30,7,,New,0,,,
8777620386,Texas Children's,texaschildrens.org,texaschildrens.org,https://www.linkedin.com/company/texas-children%27s-hospital,18328241000,6621 Fannin Street,Houston,Texas,77030,United States,Hospital & Health Care,13000,,Lisa Israelovitch,2025-09-27 11:36,2022-05-24 17:46,5,,,0,,,
49776418152,Tennessee Department of Mental Health and Substance Abuse,tn.gov,tn.gov,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
30418533943,Temple University Health System,templehealth.org,https://www.templehealth.org,https://linkedin.com/company/temple-university-health-system,18008367536,3401 North Broad Street,Philadelphia,Pennsylvania,19140,United States,Hospital & Health Care,5000,Contact,Lisa Israelovitch,,2025-02-26 10:21,3,,New,0,,,tuhs.temple.edu
8717685760,TELUS,telus.com,telus.com,https://linkedin.com/company/telus, +1 604 697 8044,555 Robson Street,Vancouver,British Columbia,V6B 2B7,Canada,Telecommunications,90800,,Lisa Israelovitch,2023-07-19 10:30,2022-05-17 15:33,5,,,0,,,
23737965470,Telescope Partners,telescopepartners.com,telescopepartners.com,https://linkedin.com/company/telescope-partners,16505500885,1 Letterman Drive,San Francisco,California,94129,United States,Venture Capital & Private Equity,9,Contact,Lisa Israelovitch,2024-10-30 14:30,2024-10-09 21:01,1,,,0,,,
49778122128,Telecare Corporation,telecarecorp.com,telecarecorp.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
16890863468,techvisionstaffing.com,techvisionstaffing.com,techvisionstaffing.com,,,,,,,,,,Contact,Lisa Israelovitch,,2023-08-09 12:23,0,,,,,,
10858935116,TechToronto,techtoronto.org,techtoronto.org,https://linkedin.com/company/techtorontoorg,16479228131,,Toronto,Region Metropolitana,M5H 2M5,Chile,Publishing,5,Contact,,2023-02-01 20:39,2023-01-18 22:54,1,,,0,,,
17248667171,Teamworthy Ventures,teamworthy.com,teamworthy.com,https://linkedin.com/company/teamworthy-ventures, +1 201-901-0813,60 Arch Street,Greenwich,Connecticut,6830,United States,Venture Capital & Private Equity,20,Contact,Lisa Israelovitch,2023-09-14 13:30,2023-09-07 10:04,4,,,0,,,
27389032633,Team Revenue,teamrevenue.com,teamrevenue.com,https://linkedin.com/company/teamrevenue,,401 Bay Street,Toronto,Ontario,M5H 2Y4,Canada,Professional Training & Coaching,10,Contact,Lisa Israelovitch,2024-12-18 8:27,2024-12-17 17:38,1,,,0,,,
9971728387,TealBook,tealbook.com,tealbook.com,https://linkedin.com/company/tealbook, +1 416-523-2656,38 Camden Street,Toronto,Ontario,M5V 1V1,Canada,Information Technology and Services,180,Lead,,2025-12-18 13:30,2022-11-03 19:16,1,,,0,,,
49780326003,Tarzana Treatment Center,tarzanatc.org,tarzanatc.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
39371420818,Tampa General Hospital,tgh.org,tgh.org,https://linkedin.com/company/tampa-general-hospital,18138447249,1 Tampa General Circle,Tampa,Florida,33606,United States,Hospital & Health Care,10000,Contact,Josh Buehler,,2025-09-10 15:41,9,,New,0,,,
15584643681,Tamarind Hill,tamarind-hill.com,tamarind-hill.com,https://linkedin.com/company/tamarind-hill-fund, +1 419-345-7688,5500 Frantz Road,Dublin,Ohio,43017,United States,Venture Capital & Private Equity,10,Contact,Lisa Israelovitch,2026-01-29 12:45,2023-04-26 20:06,3,,,0,,,
51046291210,Tamarack Health,tamarackhealth.org,https://www.tamarackhealth.org,,17159344321,,,,,,,650,Contact,,,2026-02-10 12:57,1,,,1,2026-02-10 12:57,Learn more about AssistIQ and enter to win an Oura Ring: Demo Request,
16302336516,talenttank-recruiting.com,talenttank-recruiting.com,talenttank-recruiting.com,,,,,,,,,,Contact,Lisa Israelovitch,,2023-07-03 15:02,0,,,,,,
39352142669,Tahoe Forest Health System,tfhd.com,tfhd.com,https://linkedin.com/company/tahoe-forest-hospital-district,15305823598,10121 Pine Avenue,Truckee,California,96161,United States,Hospital & Health Care,707,Contact,Josh Buehler,,2025-09-11 13:33,3,,New,0,,,
16282010203,Taft Stettinius & Hollister,taftlaw.com,taftlaw.com,https://linkedin.com/company/taftlaw, +1 513-381-2838,425 Walnut Street,Cincinnati,Ohio,45202,United States,Law Practice,2000,Contact,Lisa Israelovitch,2026-01-30 21:15,2023-06-30 15:18,1,,,0,,,
8708635822,TA Associates,ta.com,ta.com,https://linkedin.com/company/ta-associates, +1 617-574-6700,200 Clarendon Street,Boston,Massachusetts,2212,United States,Financial Services,193,,,2022-07-26 10:30,2022-05-16 17:33,1,,,0,,,
17419591430,T-REX,downtowntrex.org,downtowntrex.org,https://linkedin.com/company/t-rex-technology-entrepreneur-center, +1 314-241-7500,911 Washington Avenue,St. Louis,Missouri,63101,United States,Business Supplies and Equipment,15,Contact,Lisa Israelovitch,2023-10-12 9:50,2023-09-22 10:09,1,,,0,,,
8796058511,Synetro,synetro.com,synetro.com,https://linkedin.com/company/synetro-group,13128032035,810 W Washington Blvd,Chicago,Illinois,60607,United States,Financial Services,5,,,2022-06-10 15:24,2022-05-26 22:00,1,,,0,,,
10911754909,symplr,symplr.com,symplr.com,https://linkedin.com/company/symplr, +1 281-863-9500,616 Cypress Creek Parkway,Houston,Texas,77090,United States,"Health, Wellness and Fitness",1548,Contact,,2023-01-23 19:22,2023-01-23 12:40,0,,,,,,
